"county","vtd","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","cntyname","Voting District Name","Total Pop, 2010 census","vtd to vtd alloc factor","vtd to vtd alloc factor"
"42101","4122","Philadelphia PA","PHILADELPHIA WD 41 PCT 22*",849,1,1 
"42101","4123","Philadelphia PA","PHILADELPHIA WD 41 PCT 23*",863,1,1 
"42101","4124","Philadelphia PA","PHILADELPHIA WD 41 PCT 24*",900,1,1 
"42101","4125","Philadelphia PA","PHILADELPHIA WD 41 PCT 25*",1046,1,1 
"42101","4126","Philadelphia PA","PHILADELPHIA WD 41 PCT 26*",813,1,1 
"42101","4201","Philadelphia PA","PHILADELPHIA WD 42 PCT 01*",1666,1,1 
"42101","4202","Philadelphia PA","PHILADELPHIA WD 42 PCT 02*",1050,1,1 
"42101","4203","Philadelphia PA","PHILADELPHIA WD 42 PCT 03*",1141,1,1 
"42101","4204","Philadelphia PA","PHILADELPHIA WD 42 PCT 04*",1163,1,1 
"42101","4205","Philadelphia PA","PHILADELPHIA WD 42 PCT 05*",1553,1,1 
"42101","4206","Philadelphia PA","PHILADELPHIA WD 42 PCT 06*",1253,1,1 
"42101","4207","Philadelphia PA","PHILADELPHIA WD 42 PCT 07*",1207,1,1 
"42101","4208","Philadelphia PA","PHILADELPHIA WD 42 PCT 08*",1436,1,1 
"42101","4209","Philadelphia PA","PHILADELPHIA WD 42 PCT 09*",1166,1,1 
"42101","4210","Philadelphia PA","PHILADELPHIA WD 42 PCT 10*",1385,1,1 
"42101","4211","Philadelphia PA","PHILADELPHIA WD 42 PCT 11*",1566,1,1 
"42101","4212","Philadelphia PA","PHILADELPHIA WD 42 PCT 12*",1127,1,1 
"42101","4213","Philadelphia PA","PHILADELPHIA WD 42 PCT 13*",1693,1,1 
"42101","4214","Philadelphia PA","PHILADELPHIA WD 42 PCT 14*",1494,1,1 
"42101","4215","Philadelphia PA","PHILADELPHIA WD 42 PCT 15*",1604,1,1 
"42101","4216","Philadelphia PA","PHILADELPHIA WD 42 PCT 16*",1309,1,1 
"42101","4217","Philadelphia PA","PHILADELPHIA WD 42 PCT 17*",1130,1,1 
"42101","4218","Philadelphia PA","PHILADELPHIA WD 42 PCT 18*",1381,1,1 
"42101","4219","Philadelphia PA","PHILADELPHIA WD 42 PCT 19*",1524,1,1 
"42101","4220","Philadelphia PA","PHILADELPHIA WD 42 PCT 20*",1431,1,1 
"42101","4221","Philadelphia PA","PHILADELPHIA WD 42 PCT 21*",952,1,1 
"42101","4222","Philadelphia PA","PHILADELPHIA WD 42 PCT 22*",1440,1,1 
"42101","4223","Philadelphia PA","PHILADELPHIA WD 42 PCT 23*",874,1,1 
"42101","4224","Philadelphia PA","PHILADELPHIA WD 42 PCT 24*",1309,1,1 
"42101","4225","Philadelphia PA","PHILADELPHIA WD 42 PCT 25*",846,1,1 
"42101","4301","Philadelphia PA","PHILADELPHIA WD 43 PCT 01*",636,1,1 
"42101","4302","Philadelphia PA","PHILADELPHIA WD 43 PCT 02*",1146,1,1 
"42101","4303","Philadelphia PA","PHILADELPHIA WD 43 PCT 03*",1122,1,1 
"42101","4304","Philadelphia PA","PHILADELPHIA WD 43 PCT 04*",1123,1,1 
"42101","4305","Philadelphia PA","PHILADELPHIA WD 43 PCT 05*",1014,1,1 
"42101","4306","Philadelphia PA","PHILADELPHIA WD 43 PCT 06*",1041,1,1 
"42101","4307","Philadelphia PA","PHILADELPHIA WD 43 PCT 07*",1421,1,1 
"42101","4308","Philadelphia PA","PHILADELPHIA WD 43 PCT 08*",1087,1,1 
"42101","4309","Philadelphia PA","PHILADELPHIA WD 43 PCT 09*",723,1,1 
"42101","4310","Philadelphia PA","PHILADELPHIA WD 43 PCT 10*",541,1,1 
"42101","4311","Philadelphia PA","PHILADELPHIA WD 43 PCT 11*",742,1,1 
"42101","4312","Philadelphia PA","PHILADELPHIA WD 43 PCT 12*",895,1,1 
"42101","4313","Philadelphia PA","PHILADELPHIA WD 43 PCT 13*",751,1,1 
"42101","4314","Philadelphia PA","PHILADELPHIA WD 43 PCT 14*",671,1,1 
"42101","4315","Philadelphia PA","PHILADELPHIA WD 43 PCT 15*",605,1,1 
"42101","4316","Philadelphia PA","PHILADELPHIA WD 43 PCT 16*",658,1,1 
"42101","4317","Philadelphia PA","PHILADELPHIA WD 43 PCT 17*",768,1,1 
"42101","4318","Philadelphia PA","PHILADELPHIA WD 43 PCT 18*",1340,1,1 
"42101","4319","Philadelphia PA","PHILADELPHIA WD 43 PCT 19*",1179,1,1 
"42101","4320","Philadelphia PA","PHILADELPHIA WD 43 PCT 20*",959,1,1 
"42101","4321","Philadelphia PA","PHILADELPHIA WD 43 PCT 21",708,1,1 
"42101","4322","Philadelphia PA","PHILADELPHIA WD 43 PCT 22*",347,1,1 
"42101","4323","Philadelphia PA","PHILADELPHIA WD 43 PCT 23*",454,1,1 
"42101","4324","Philadelphia PA","PHILADELPHIA WD 43 PCT 24*",618,1,1 
"42101","4325","Philadelphia PA","PHILADELPHIA WD 43 PCT 25",815,1,1 
"42101","4401","Philadelphia PA","PHILADELPHIA WD 44 PCT 01*",793,1,1 
"42101","4402","Philadelphia PA","PHILADELPHIA WD 44 PCT 02*",825,1,1 
"42101","4403","Philadelphia PA","PHILADELPHIA WD 44 PCT 03*",623,1,1 
"42101","4404","Philadelphia PA","PHILADELPHIA WD 44 PCT 04*",749,1,1 
"42101","4405","Philadelphia PA","PHILADELPHIA WD 44 PCT 05*",591,1,1 
"42101","4406","Philadelphia PA","PHILADELPHIA WD 44 PCT 06*",772,1,1 
"42101","4407","Philadelphia PA","PHILADELPHIA WD 44 PCT 07*",835,1,1 
"42101","4408","Philadelphia PA","PHILADELPHIA WD 44 PCT 08*",565,1,1 
"42101","4409","Philadelphia PA","PHILADELPHIA WD 44 PCT 09*",897,1,1 
"42101","4410","Philadelphia PA","PHILADELPHIA WD 44 PCT 10*",484,1,1 
"42101","4411","Philadelphia PA","PHILADELPHIA WD 44 PCT 11*",995,1,1 
"42101","4412","Philadelphia PA","PHILADELPHIA WD 44 PCT 12*",448,1,1 
"42101","4413","Philadelphia PA","PHILADELPHIA WD 44 PCT 13*",632,1,1 
"42101","4414","Philadelphia PA","PHILADELPHIA WD 44 PCT 14*",721,1,1 
"42101","4415","Philadelphia PA","PHILADELPHIA WD 44 PCT 15*",736,1,1 
"42101","4416","Philadelphia PA","PHILADELPHIA WD 44 PCT 16*",637,1,1 
"42101","4417","Philadelphia PA","PHILADELPHIA WD 44 PCT 17*",508,1,1 
"42101","4418","Philadelphia PA","PHILADELPHIA WD 44 PCT 18*",610,1,1 
"42101","4419","Philadelphia PA","PHILADELPHIA WD 44 PCT 19*",715,1,1 
"42101","4501","Philadelphia PA","PHILADELPHIA WD 45 PCT 01*",1083,1,1 
"42101","4502","Philadelphia PA","PHILADELPHIA WD 45 PCT 02",1092,1,1 
"42101","4503","Philadelphia PA","PHILADELPHIA WD 45 PCT 03",1467,1,1 
"42101","4504","Philadelphia PA","PHILADELPHIA WD 45 PCT 04",1183,1,1 
"42101","4505","Philadelphia PA","PHILADELPHIA WD 45 PCT 05*",1138,1,1 
"42101","4506","Philadelphia PA","PHILADELPHIA WD 45 PCT 06",1056,1,1 
"42101","4507","Philadelphia PA","PHILADELPHIA WD 45 PCT 07*",854,1,1 
"42101","4508","Philadelphia PA","PHILADELPHIA WD 45 PCT 08*",899,1,1 
"42101","4509","Philadelphia PA","PHILADELPHIA WD 45 PCT 09*",1124,1,1 
"42101","4510","Philadelphia PA","PHILADELPHIA WD 45 PCT 10*",1031,1,1 
"42101","4511","Philadelphia PA","PHILADELPHIA WD 45 PCT 11*",1126,1,1 
"42101","4512","Philadelphia PA","PHILADELPHIA WD 45 PCT 12",685,1,1 
"42101","4513","Philadelphia PA","PHILADELPHIA WD 45 PCT 13*",936,1,1 
"42101","4514","Philadelphia PA","PHILADELPHIA WD 45 PCT 14*",245,1,1 
"42101","4515","Philadelphia PA","PHILADELPHIA WD 45 PCT 15",1184,1,1 
"42101","4516","Philadelphia PA","PHILADELPHIA WD 45 PCT 16*",1055,1,1 
"42101","4517","Philadelphia PA","PHILADELPHIA WD 45 PCT 17*",1289,1,1 
"42101","4518","Philadelphia PA","PHILADELPHIA WD 45 PCT 18*",819,1,1 
"42101","4519","Philadelphia PA","PHILADELPHIA WD 45 PCT 19*",1078,1,1 
"42101","4520","Philadelphia PA","PHILADELPHIA WD 45 PCT 20",972,1,1 
"42101","4521","Philadelphia PA","PHILADELPHIA WD 45 PCT 21*",826,1,1 
"42101","4522","Philadelphia PA","PHILADELPHIA WD 45 PCT 22*",801,1,1 
"42101","4523","Philadelphia PA","PHILADELPHIA WD 45 PCT 23*",991,1,1 
"42101","4524","Philadelphia PA","PHILADELPHIA WD 45 PCT 24*",1233,1,1 
"42101","4525","Philadelphia PA","PHILADELPHIA WD 45 PCT 25",877,1,1 
"42101","4601","Philadelphia PA","PHILADELPHIA WD 46 PCT 01*",977,1,1 
"42101","4602","Philadelphia PA","PHILADELPHIA WD 46 PCT 02*",704,1,1 
"42101","4603","Philadelphia PA","PHILADELPHIA WD 46 PCT 03*",849,1,1 
"42101","4604","Philadelphia PA","PHILADELPHIA WD 46 PCT 04*",680,1,1 
"42101","4605","Philadelphia PA","PHILADELPHIA WD 46 PCT 05*",732,1,1 
"42101","4606","Philadelphia PA","PHILADELPHIA WD 46 PCT 06*",933,1,1 
"42101","4607","Philadelphia PA","PHILADELPHIA WD 46 PCT 07*",767,1,1 
"42101","4608","Philadelphia PA","PHILADELPHIA WD 46 PCT 08*",1215,1,1 
"42101","4609","Philadelphia PA","PHILADELPHIA WD 46 PCT 09*",779,1,1 
"42101","4610","Philadelphia PA","PHILADELPHIA WD 46 PCT 10*",622,1,1 
"42101","4611","Philadelphia PA","PHILADELPHIA WD 46 PCT 11*",762,1,1 
"42101","4612","Philadelphia PA","PHILADELPHIA WD 46 PCT 12*",852,1,1 
"42101","4613","Philadelphia PA","PHILADELPHIA WD 46 PCT 13*",700,1,1 
"42101","4614","Philadelphia PA","PHILADELPHIA WD 46 PCT 14*",635,1,1 
"42101","4615","Philadelphia PA","PHILADELPHIA WD 46 PCT 15*",778,1,1 
"42101","4616","Philadelphia PA","PHILADELPHIA WD 46 PCT 16*",1114,1,1 
"42101","4617","Philadelphia PA","PHILADELPHIA WD 46 PCT 17*",1046,1,1 
"42101","4618","Philadelphia PA","PHILADELPHIA WD 46 PCT 18*",796,1,1 
"42101","4619","Philadelphia PA","PHILADELPHIA WD 46 PCT 19*",1087,1,1 
"42101","4620","Philadelphia PA","PHILADELPHIA WD 46 PCT 20*",826,1,1 
"42101","4621","Philadelphia PA","PHILADELPHIA WD 46 PCT 21*",663,1,1 
"42101","4622","Philadelphia PA","PHILADELPHIA WD 46 PCT 22*",1344,1,1 
"42101","4623","Philadelphia PA","PHILADELPHIA WD 46 PCT 23*",1138,1,1 
"42101","4701","Philadelphia PA","PHILADELPHIA WD 47 PCT 01*",657,1,1 
"42101","4702","Philadelphia PA","PHILADELPHIA WD 47 PCT 02*",612,1,1 
"42101","4703","Philadelphia PA","PHILADELPHIA WD 47 PCT 03*",1036,1,1 
"42101","4704","Philadelphia PA","PHILADELPHIA WD 47 PCT 04*",275,1,1 
"42101","4705","Philadelphia PA","PHILADELPHIA WD 47 PCT 05*",550,1,1 
"42101","4706","Philadelphia PA","PHILADELPHIA WD 47 PCT 06*",715,1,1 
"42101","4707","Philadelphia PA","PHILADELPHIA WD 47 PCT 07*",439,1,1 
"42101","4708","Philadelphia PA","PHILADELPHIA WD 47 PCT 08*",674,1,1 
"42101","4709","Philadelphia PA","PHILADELPHIA WD 47 PCT 09*",388,1,1 
"42101","4710","Philadelphia PA","PHILADELPHIA WD 47 PCT 10*",317,1,1 
"42101","4711","Philadelphia PA","PHILADELPHIA WD 47 PCT 11*",343,1,1 
"42101","4712","Philadelphia PA","PHILADELPHIA WD 47 PCT 12*",1587,1,1 
"42101","4713","Philadelphia PA","PHILADELPHIA WD 47 PCT 13*",285,1,1 
"42101","4714","Philadelphia PA","PHILADELPHIA WD 47 PCT 14*",267,1,1 
"42101","4801","Philadelphia PA","PHILADELPHIA WD 48 PCT 01*",939,1,1 
"42101","4802","Philadelphia PA","PHILADELPHIA WD 48 PCT 02*",829,1,1 
"42101","4803","Philadelphia PA","PHILADELPHIA WD 48 PCT 03*",946,1,1 
"42101","4804","Philadelphia PA","PHILADELPHIA WD 48 PCT 04*",896,1,1 
"42101","4805","Philadelphia PA","PHILADELPHIA WD 48 PCT 05*",744,1,1 
"42101","4806","Philadelphia PA","PHILADELPHIA WD 48 PCT 06*",754,1,1 
"42101","4807","Philadelphia PA","PHILADELPHIA WD 48 PCT 07*",852,1,1 
"42101","4808","Philadelphia PA","PHILADELPHIA WD 48 PCT 08*",970,1,1 
"42101","4809","Philadelphia PA","PHILADELPHIA WD 48 PCT 09*",820,1,1 
"42101","4810","Philadelphia PA","PHILADELPHIA WD 48 PCT 10*",742,1,1 
"42101","4811","Philadelphia PA","PHILADELPHIA WD 48 PCT 11*",622,1,1 
"42101","4812","Philadelphia PA","PHILADELPHIA WD 48 PCT 12*",999,1,1 
"42101","4813","Philadelphia PA","PHILADELPHIA WD 48 PCT 13*",1181,1,1 
"42101","4814","Philadelphia PA","PHILADELPHIA WD 48 PCT 14*",830,1,1 
"42101","4815","Philadelphia PA","PHILADELPHIA WD 48 PCT 15*",903,1,1 
"42101","4816","Philadelphia PA","PHILADELPHIA WD 48 PCT 16*",899,1,1 
"42101","4817","Philadelphia PA","PHILADELPHIA WD 48 PCT 17*",1014,1,1 
"42101","4818","Philadelphia PA","PHILADELPHIA WD 48 PCT 18*",848,1,1 
"42101","4819","Philadelphia PA","PHILADELPHIA WD 48 PCT 19*",848,1,1 
"42101","4820","Philadelphia PA","PHILADELPHIA WD 48 PCT 20*",837,1,1 
"42101","4821","Philadelphia PA","PHILADELPHIA WD 48 PCT 21*",1746,1,1 
"42101","4822","Philadelphia PA","PHILADELPHIA WD 48 PCT 22*",632,1,1 
"42101","4823","Philadelphia PA","PHILADELPHIA WD 48 PCT 23*",886,1,1 
"42101","4901","Philadelphia PA","PHILADELPHIA WD 49 PCT 01*",1154,1,1 
"42101","4902","Philadelphia PA","PHILADELPHIA WD 49 PCT 02*",187,1,1 
"42101","4904","Philadelphia PA","PHILADELPHIA WD 49 PCT 04*",820,1,1 
"42101","4905","Philadelphia PA","PHILADELPHIA WD 49 PCT 05*",1107,1,1 
"42101","4906","Philadelphia PA","PHILADELPHIA WD 49 PCT 06*",8,1,1 
"42101","4907","Philadelphia PA","PHILADELPHIA WD 49 PCT 07*",1055,1,1 
"42101","4908","Philadelphia PA","PHILADELPHIA WD 49 PCT 08*",1065,1,1 
"42101","4909","Philadelphia PA","PHILADELPHIA WD 49 PCT 09*",2148,1,1 
"42101","4910","Philadelphia PA","PHILADELPHIA WD 49 PCT 10*",1102,1,1 
"42101","4911","Philadelphia PA","PHILADELPHIA WD 49 PCT 11*",1047,1,1 
"42101","4912","Philadelphia PA","PHILADELPHIA WD 49 PCT 12*",1178,1,1 
"42101","4913","Philadelphia PA","PHILADELPHIA WD 49 PCT 13*",508,1,1 
"42101","4914","Philadelphia PA","PHILADELPHIA WD 49 PCT 14*",921,1,1 
"42101","4915","Philadelphia PA","PHILADELPHIA WD 49 PCT 15*",890,1,1 
"42101","4916","Philadelphia PA","PHILADELPHIA WD 49 PCT 16*",893,1,1 
"42101","4917","Philadelphia PA","PHILADELPHIA WD 49 PCT 17*",1186,1,1 
"42101","4918","Philadelphia PA","PHILADELPHIA WD 49 PCT 18*",971,1,1 
"42101","4919","Philadelphia PA","PHILADELPHIA WD 49 PCT 19*",1057,1,1 
"42101","4920","Philadelphia PA","PHILADELPHIA WD 49 PCT 20*",994,1,1 
"42101","4921","Philadelphia PA","PHILADELPHIA WD 49 PCT 21*",1360,1,1 
"42101","4922","Philadelphia PA","PHILADELPHIA WD 49 PCT 22*",1360,1,1 
"42101","4923","Philadelphia PA","PHILADELPHIA WD 49 PCT 23*",1205,1,1 
"42101","4924","Philadelphia PA","PHILADELPHIA WD 49 PCT 24*",1551,1,1 
"42101","4925","Philadelphia PA","PHILADELPHIA WD 49 PCT 25*",754,1,1 
"42101","5001","Philadelphia PA","PHILADELPHIA WD 50 PCT 01*",707,1,1 
"42101","5002","Philadelphia PA","PHILADELPHIA WD 50 PCT 02*",813,1,1 
"42101","5003","Philadelphia PA","PHILADELPHIA WD 50 PCT 03*",1042,1,1 
"42101","5004","Philadelphia PA","PHILADELPHIA WD 50 PCT 04*",896,1,1 
"42101","5005","Philadelphia PA","PHILADELPHIA WD 50 PCT 05*",777,1,1 
"42101","5006","Philadelphia PA","PHILADELPHIA WD 50 PCT 06*",730,1,1 
"42101","5007","Philadelphia PA","PHILADELPHIA WD 50 PCT 07*",934,1,1 
"42101","5008","Philadelphia PA","PHILADELPHIA WD 50 PCT 08*",933,1,1 
"42101","5009","Philadelphia PA","PHILADELPHIA WD 50 PCT 09*",821,1,1 
"42101","5010","Philadelphia PA","PHILADELPHIA WD 50 PCT 10*",778,1,1 
"42101","5011","Philadelphia PA","PHILADELPHIA WD 50 PCT 11",587,1,1 
"42101","5012","Philadelphia PA","PHILADELPHIA WD 50 PCT 12*",659,1,1 
"42101","5013","Philadelphia PA","PHILADELPHIA WD 50 PCT 13*",713,1,1 
"42101","5014","Philadelphia PA","PHILADELPHIA WD 50 PCT 14*",693,1,1 
"42101","5015","Philadelphia PA","PHILADELPHIA WD 50 PCT 15*",781,1,1 
"42101","5016","Philadelphia PA","PHILADELPHIA WD 50 PCT 16*",1065,1,1 
"42101","5017","Philadelphia PA","PHILADELPHIA WD 50 PCT 17*",863,1,1 
"42101","5018","Philadelphia PA","PHILADELPHIA WD 50 PCT 18*",775,1,1 
"42101","5019","Philadelphia PA","PHILADELPHIA WD 50 PCT 19*",1009,1,1 
"42101","5020","Philadelphia PA","PHILADELPHIA WD 50 PCT 20*",879,1,1 
"42101","5021","Philadelphia PA","PHILADELPHIA WD 50 PCT 21*",951,1,1 
"42101","5022","Philadelphia PA","PHILADELPHIA WD 50 PCT 22*",934,1,1 
"42101","5023","Philadelphia PA","PHILADELPHIA WD 50 PCT 23*",631,1,1 
"42101","5024","Philadelphia PA","PHILADELPHIA WD 50 PCT 24*",992,1,1 
"42101","5025","Philadelphia PA","PHILADELPHIA WD 50 PCT 25*",731,1,1 
"42101","5026","Philadelphia PA","PHILADELPHIA WD 50 PCT 26*",827,1,1 
"42101","5027","Philadelphia PA","PHILADELPHIA WD 50 PCT 27",704,1,1 
"42101","5028","Philadelphia PA","PHILADELPHIA WD 50 PCT 28*",951,1,1 
"42101","5029","Philadelphia PA","PHILADELPHIA WD 50 PCT 29*",922,1,1 
"42101","5030","Philadelphia PA","PHILADELPHIA WD 50 PCT 30*",766,1,1 
"42101","5101","Philadelphia PA","PHILADELPHIA WD 51 PCT 01*",670,1,1 
"42101","5102","Philadelphia PA","PHILADELPHIA WD 51 PCT 02*",626,1,1 
"42101","5103","Philadelphia PA","PHILADELPHIA WD 51 PCT 03*",832,1,1 
"42101","5104","Philadelphia PA","PHILADELPHIA WD 51 PCT 04*",747,1,1 
"42101","5105","Philadelphia PA","PHILADELPHIA WD 51 PCT 05*",890,1,1 
"42101","5106","Philadelphia PA","PHILADELPHIA WD 51 PCT 06*",802,1,1 
"42101","5107","Philadelphia PA","PHILADELPHIA WD 51 PCT 07*",678,1,1 
"42101","5108","Philadelphia PA","PHILADELPHIA WD 51 PCT 08*",646,1,1 
"42101","5109","Philadelphia PA","PHILADELPHIA WD 51 PCT 09*",654,1,1 
"42101","5110","Philadelphia PA","PHILADELPHIA WD 51 PCT 10*",617,1,1 
"42101","5111","Philadelphia PA","PHILADELPHIA WD 51 PCT 11*",607,1,1 
"42101","5112","Philadelphia PA","PHILADELPHIA WD 51 PCT 12*",799,1,1 
"42101","5113","Philadelphia PA","PHILADELPHIA WD 51 PCT 13*",827,1,1 
"42101","5114","Philadelphia PA","PHILADELPHIA WD 51 PCT 14*",876,1,1 
"42101","5115","Philadelphia PA","PHILADELPHIA WD 51 PCT 15*",801,1,1 
"42101","5116","Philadelphia PA","PHILADELPHIA WD 51 PCT 16*",720,1,1 
"42101","5117","Philadelphia PA","PHILADELPHIA WD 51 PCT 17*",806,1,1 
"42101","5118","Philadelphia PA","PHILADELPHIA WD 51 PCT 18*",803,1,1 
"42101","5119","Philadelphia PA","PHILADELPHIA WD 51 PCT 19*",623,1,1 
"42101","5120","Philadelphia PA","PHILADELPHIA WD 51 PCT 20*",711,1,1 
"42101","5121","Philadelphia PA","PHILADELPHIA WD 51 PCT 21*",694,1,1 
"42101","5122","Philadelphia PA","PHILADELPHIA WD 51 PCT 22*",785,1,1 
"42101","5123","Philadelphia PA","PHILADELPHIA WD 51 PCT 23*",678,1,1 
"42101","5124","Philadelphia PA","PHILADELPHIA WD 51 PCT 24*",830,1,1 
"42101","5125","Philadelphia PA","PHILADELPHIA WD 51 PCT 25*",967,1,1 
"42101","5126","Philadelphia PA","PHILADELPHIA WD 51 PCT 26*",643,1,1 
"42101","5127","Philadelphia PA","PHILADELPHIA WD 51 PCT 27*",629,1,1 
"42101","5128","Philadelphia PA","PHILADELPHIA WD 51 PCT 28*",784,1,1 
"42101","5201","Philadelphia PA","PHILADELPHIA WD 52 PCT 01*",620,1,1 
"42101","5202","Philadelphia PA","PHILADELPHIA WD 52 PCT 02",632,1,1 
"42101","5203","Philadelphia PA","PHILADELPHIA WD 52 PCT 03",1121,1,1 
"42101","5204","Philadelphia PA","PHILADELPHIA WD 52 PCT 04",619,1,1 
"42101","5205","Philadelphia PA","PHILADELPHIA WD 52 PCT 05*",1460,1,1 
"42101","5206","Philadelphia PA","PHILADELPHIA WD 52 PCT 06",683,1,1 
"42101","5207","Philadelphia PA","PHILADELPHIA WD 52 PCT 07",211,1,1 
"42101","5208","Philadelphia PA","PHILADELPHIA WD 52 PCT 08",1224,1,1 
"42101","5209","Philadelphia PA","PHILADELPHIA WD 52 PCT 09",1169,1,1 
"42101","5210","Philadelphia PA","PHILADELPHIA WD 52 PCT 10",745,1,1 
"42101","5211","Philadelphia PA","PHILADELPHIA WD 52 PCT 11*",1059,1,1 
"42101","5212","Philadelphia PA","PHILADELPHIA WD 52 PCT 12",719,1,1 
"42101","5213","Philadelphia PA","PHILADELPHIA WD 52 PCT 13",1000,1,1 
"42101","5214","Philadelphia PA","PHILADELPHIA WD 52 PCT 14*",1237,1,1 
"42101","5215","Philadelphia PA","PHILADELPHIA WD 52 PCT 15*",896,1,1 
"42101","5216","Philadelphia PA","PHILADELPHIA WD 52 PCT 16*",1197,1,1 
"42101","5217","Philadelphia PA","PHILADELPHIA WD 52 PCT 17",997,1,1 
"42101","5218","Philadelphia PA","PHILADELPHIA WD 52 PCT 18*",839,1,1 
"42101","5219","Philadelphia PA","PHILADELPHIA WD 52 PCT 19*",786,1,1 
"42101","5220","Philadelphia PA","PHILADELPHIA WD 52 PCT 20*",1308,1,1 
"42101","5221","Philadelphia PA","PHILADELPHIA WD 52 PCT 21*",923,1,1 
"42101","5222","Philadelphia PA","PHILADELPHIA WD 52 PCT 22",834,1,1 
"42101","5223","Philadelphia PA","PHILADELPHIA WD 52 PCT 23*",858,1,1 
"42101","5224","Philadelphia PA","PHILADELPHIA WD 52 PCT 24*",834,1,1 
"42101","5225","Philadelphia PA","PHILADELPHIA WD 52 PCT 25*",964,1,1 
"42101","5226","Philadelphia PA","PHILADELPHIA WD 52 PCT 26*",894,1,1 
"42101","5227","Philadelphia PA","PHILADELPHIA WD 52 PCT 27*",928,1,1 
"42101","5228","Philadelphia PA","PHILADELPHIA WD 52 PCT 28",1296,1,1 
"42101","5301","Philadelphia PA","PHILADELPHIA WD 53 PCT 01*",1131,1,1 
"42101","5302","Philadelphia PA","PHILADELPHIA WD 53 PCT 02*",1244,1,1 
"42101","5303","Philadelphia PA","PHILADELPHIA WD 53 PCT 03*",1157,1,1 
"42101","5304","Philadelphia PA","PHILADELPHIA WD 53 PCT 04*",1141,1,1 
"42101","5305","Philadelphia PA","PHILADELPHIA WD 53 PCT 05*",1356,1,1 
"42101","5306","Philadelphia PA","PHILADELPHIA WD 53 PCT 06*",1020,1,1 
"42101","5307","Philadelphia PA","PHILADELPHIA WD 53 PCT 07*",1240,1,1 
"42101","5308","Philadelphia PA","PHILADELPHIA WD 53 PCT 08*",997,1,1 
"42101","5309","Philadelphia PA","PHILADELPHIA WD 53 PCT 09*",964,1,1 
"42101","5310","Philadelphia PA","PHILADELPHIA WD 53 PCT 10*",938,1,1 
"42101","5311","Philadelphia PA","PHILADELPHIA WD 53 PCT 11*",971,1,1 
"42101","5312","Philadelphia PA","PHILADELPHIA WD 53 PCT 12*",1127,1,1 
"42101","5313","Philadelphia PA","PHILADELPHIA WD 53 PCT 13*",1274,1,1 
"42101","5314","Philadelphia PA","PHILADELPHIA WD 53 PCT 14*",1034,1,1 
"42101","5315","Philadelphia PA","PHILADELPHIA WD 53 PCT 15*",992,1,1 
"42101","5316","Philadelphia PA","PHILADELPHIA WD 53 PCT 16*",995,1,1 
"42101","5317","Philadelphia PA","PHILADELPHIA WD 53 PCT 17*",938,1,1 
"42101","5318","Philadelphia PA","PHILADELPHIA WD 53 PCT 18*",1136,1,1 
"42101","5319","Philadelphia PA","PHILADELPHIA WD 53 PCT 19*",1073,1,1 
"42101","5320","Philadelphia PA","PHILADELPHIA WD 53 PCT 20*",1082,1,1 
"42101","5321","Philadelphia PA","PHILADELPHIA WD 53 PCT 21*",1202,1,1 
"42101","5322","Philadelphia PA","PHILADELPHIA WD 53 PCT 22*",1013,1,1 
"42101","5323","Philadelphia PA","PHILADELPHIA WD 53 PCT 23*",958,1,1 
"42101","5401","Philadelphia PA","PHILADELPHIA WD 54 PCT 01*",993,1,1 
"42101","5402","Philadelphia PA","PHILADELPHIA WD 54 PCT 02*",1223,1,1 
"42101","5403","Philadelphia PA","PHILADELPHIA WD 54 PCT 03*",1063,1,1 
"42101","5404","Philadelphia PA","PHILADELPHIA WD 54 PCT 04*",980,1,1 
"42101","5405","Philadelphia PA","PHILADELPHIA WD 54 PCT 05*",1077,1,1 
"42101","5406","Philadelphia PA","PHILADELPHIA WD 54 PCT 06*",1213,1,1 
"42101","5407","Philadelphia PA","PHILADELPHIA WD 54 PCT 07*",1144,1,1 
"42101","5408","Philadelphia PA","PHILADELPHIA WD 54 PCT 08*",1086,1,1 
"42101","5409","Philadelphia PA","PHILADELPHIA WD 54 PCT 09*",1307,1,1 
"42101","5410","Philadelphia PA","PHILADELPHIA WD 54 PCT 10*",1167,1,1 
"42101","5411","Philadelphia PA","PHILADELPHIA WD 54 PCT 11*",1066,1,1 
"42101","5412","Philadelphia PA","PHILADELPHIA WD 54 PCT 12*",1323,1,1 
"42101","5413","Philadelphia PA","PHILADELPHIA WD 54 PCT 13*",1208,1,1 
"42101","5414","Philadelphia PA","PHILADELPHIA WD 54 PCT 14*",869,1,1 
"42101","5415","Philadelphia PA","PHILADELPHIA WD 54 PCT 15*",866,1,1 
"42101","5416","Philadelphia PA","PHILADELPHIA WD 54 PCT 16*",1200,1,1 
"42101","5417","Philadelphia PA","PHILADELPHIA WD 54 PCT 17*",982,1,1 
"42101","5418","Philadelphia PA","PHILADELPHIA WD 54 PCT 18*",1035,1,1 
"42101","5419","Philadelphia PA","PHILADELPHIA WD 54 PCT 19*",890,1,1 
"42101","5420","Philadelphia PA","PHILADELPHIA WD 54 PCT 20*",1130,1,1 
"42101","5421","Philadelphia PA","PHILADELPHIA WD 54 PCT 21*",1026,1,1 
"42101","5422","Philadelphia PA","PHILADELPHIA WD 54 PCT 22*",1029,1,1 
